subject_id,raw_activity,context_label,accel_x_mean,accel_x_std,accel_x_min,accel_x_max,accel_x_median,accel_x_energy,accel_x_sma,accel_y_mean,accel_y_std,accel_y_min,accel_y_max,accel_y_median,accel_y_energy,accel_y_sma,accel_z_mean,accel_z_std,accel_z_min,accel_z_max,accel_z_median,accel_z_energy,accel_z_sma,accel_mag_mean,accel_mag_std,accel_mag_min,accel_mag_max,accel_mag_median,accel_mag_energy,accel_mag_sma
1,Jogging,running,3.72065,6.769351451764046,-8.73,19.53,3.89,59.66735549999999,6.217950000000001,-6.4749,9.487000157584061,-19.61,16.93,-5.9,131.927502,9.2662,0.6106499999999999,4.798652839860371,-13.4,14.1,-0.06,23.3999625,3.7416499999999995,13.224118734094581,6.333837991815761,1.9109421759959142,27.097036738359417,11.450900330665874,214.99482,13.224118734094581
1,Jogging,running,3.253,6.6511837292319615,-8.73,18.62,3.205,54.820254000000006,5.953699999999999,-6.7795000000000005,9.237820346272166,-19.61,18.12,-7.84,131.298945,9.4368,0.6194500000000001,4.863132755487968,-10.42,14.1,-0.245,24.033778499999997,3.7542500000000003,13.10929502784918,6.188647782254921,1.9109421759959142,27.097036738359417,11.513666435392198,210.1529775,13.10929502784918
1,Jogging,running,3.9829500000000007,7.210916432569442,-8.43,18.58,3.945,67.86120650000001,6.5974499999999985,-6.53115,9.275320866552272,-19.61,18.12,-7.665,128.68749749999998,9.38865,0.8536499999999999,4.930430627997923,-13.02,15.13,0.17,25.0378645,3.77515,13.470525384575026,6.334943911631725,2.1916660329530138,26.956435224265096,12.075634219171445,221.5865685,13.470525384575026
1,Jogging,running,3.425649999999999,6.841583046159712,-7.86,18.58,3.795,58.542336500000005,6.238149999999999,-6.95195,9.133367817924558,-19.61,16.4,-6.890000000000001,131.7480165,9.450050000000001,0.6657000000000001,4.842048689346277,-13.02,15.13,0.02,23.888592,3.7616,13.28523527615128,6.138523328725371,3.3933611655702074,26.956435224265096,12.075634219171445,214.17894500000003,13.28523527615128
1,Jogging,running,2.2967,5.797395890397688,-7.86,16.28,1.9749999999999999,38.88463,5.264200000000001,-7.54635,9.38499851771432,-19.61,15.79,-7.045,145.0255955,9.99325,0.46605,4.876929966433801,-13.33,14.75,-0.21000000000000002,24.001648499999998,3.78045,13.172562584341872,5.864765038907918,2.6512072721686626,25.785239963979393,12.93704200575906,207.911874,13.172562584341872
1,Jogging,running,2.4727,5.690939352163227,-7.86,15.83,1.97,38.501036,5.1884999999999994,-6.8567,9.572406547467569,-19.61,15.79,-5.71,138.64530200000002,9.7049,0.57065,4.912875642380946,-13.33,14.75,0.365,24.461988499999997,3.7570500000000004,12.903242133851547,5.925763152134768,2.6512072721686626,25.315809289848904,12.31051431068479,201.6083265,12.903242133851547
1,Jogging,running,2.77465,6.013471532941684,-7.97,16.32,1.99,43.86052250000001,5.4453499999999995,-6.865450000000001,9.31398023390108,-19.61,15.17,-5.56,133.88463149999998,9.50055,0.5039,4.908696750666107,-14.71,14.37,0.15,24.349219,3.7755999999999994,12.919546005152974,5.931248099745604,3.410938287333853,25.51406278897973,11.813502881903858,202.09437300000002,12.919546005152974
1,Jogging,running,3.2749,6.449147074613821,-8.96,18.24,2.49,52.31646799999999,5.898399999999999,-7.335899999999999,9.025661814515322,-19.61,16.7,-7.31,135.278,9.7026,0.5203499999999999,5.365868837150233,-14.71,15.4,0.02,29.063312500000002,4.10355,13.458673932437518,5.9600231946131546,3.0836666486505964,26.13658929546853,12.991138355757391,216.6577805,13.458673932437518
1,Jogging,running,3.6003499999999997,6.7270539894890105,-8.96,18.92,3.68,58.2157755,6.124149999999999,-6.976850000000001,9.00885134617616,-19.61,16.7,-7.31,129.83583850000002,9.55795,0.5375,5.36149370511614,-13.44,15.4,0.25,29.034520999999998,4.1625,13.453828973506788,6.006714655419323,3.0836666486505964,26.66216982917932,12.80771040122659,217.08613499999998,13.453828973506788
1,Jogging,running,4.01655,6.956607836977732,-8.12,19.08,4.805,64.5270665,6.52035,-6.513450000000001,8.771122938227464,-19.61,16.32,-7.005,119.35762849999999,9.00715,0.5207999999999999,5.093840924096472,-12.34,13.87,0.665,26.218448,4.0443,13.217220204451676,5.950481750836175,2.7940293484500125,26.80724901962154,11.862625686192334,210.103143,13.217220204451676
1,Jogging,running,4.799049999999999,7.159978393647568,-8.5,19.5,5.43,74.2961715,7.09245,-6.29445,8.78979656746958,-19.61,16.32,-6.984999999999999,116.8806245,8.95745,0.8671500000000001,5.565333447108089,-15.83,14.71,1.29,31.7248855,4.46695,13.63618483130998,6.07915658182545,2.7940293484500125,27.763367951313114,13.128594745821047,222.90168149999997,13.63618483130998
1,Jogging,running,4.9386,7.067878397369326,-8.5,19.5,5.324999999999999,74.344675,7.0005,-6.1766,8.663641407629935,-19.61,15.09,-7.609999999999999,113.20907,8.939,1.02565,5.6952496501470415,-15.83,14.71,0.93,33.487826500000004,4.57395,13.607210803560992,5.9904411897165835,3.126371698950718,27.763367951313114,13.431551307671992,221.0415715,13.607210803560992
1,Jogging,running,5.03705,7.10288341432548,-7.44,19.5,4.52,75.8228255,6.919449999999999,-6.358350000000001,8.495453006020337,-19.61,17.62,-7.74,112.6013365,8.99465,0.8085,5.200526487770253,-13.44,13.25,0.38,27.699147999999994,4.0544,13.413524054078062,6.016700295898845,3.0501147519396707,27.60132062057901,13.574505472954245,216.12331000000003,13.413524054078062
1,Jogging,running,5.6424,7.502198493775008,-7.74,19.57,4.635,88.11966000000001,7.3767000000000005,-6.150549999999999,8.790727910560081,-19.61,17.62,-7.025,115.10616250000001,9.125150000000001,0.8213999999999999,5.637767558174069,-16.28,16.21,0.53,32.459121,4.3035000000000005,13.92283894656351,6.46834593756814,2.9510845463998487,27.72790291385196,13.609490181703988,235.6849435,13.92283894656351
1,Jogging,running,5.84,7.653973085920802,-8.73,19.57,4.54,92.68890400000001,7.541799999999999,-5.857850000000001,8.641713075397725,-19.61,18.39,-6.82,108.9936115,8.72185,0.7471000000000001,5.981044021740686,-16.28,16.21,0.5700000000000001,36.33104599999999,4.5417000000000005,14.004077442731873,6.472972769753352,2.608064416382387,27.72790291385196,13.676666653793404,238.0135615,14.004077442731873
1,Jogging,running,5.8663,7.902190222337096,-11.03,19.57,4.89,96.858086,7.6937,-6.063950000000001,8.83126932538579,-19.61,18.39,-7.42,114.76280750000002,8.87735,0.59735,5.677252986920699,-14.71,13.99,0.42,32.5880285,4.4613499999999995,14.089681047569343,6.759423790365957,2.608064416382387,27.72231411697083,12.729993964990125,244.20892200000003,14.089681047569343
1,Jogging,running,6.437200000000001,8.315937058443865,-11.03,19.57,6.109999999999999,110.592353,8.267000000000001,-5.926799999999999,9.09436027216868,-19.61,17.05,-6.51,117.834347,9.0343,0.44530000000000003,5.440952941351359,-14.98,15.64,0.38,29.802260999999998,4.3277,14.247356901628255,7.432481571966776,1.588238017426859,27.74583932772624,11.928480580273963,258.228961,14.247356901628255
1,Jogging,running,7.187799999999999,8.79367245012003,-10.99,19.57,6.109999999999999,128.993144,8.9891,-5.50145,8.870649942225203,-19.61,16.51,-6.205,108.9543825,8.87195,0.58125,5.588470089165728,-14.98,15.64,0.76,31.568849500000002,4.37325,14.709763515845202,7.289666200033403,1.588238017426859,27.93029896008992,13.369263266484719,269.516376,14.709763515845202
1,Jogging,running,7.80445,9.051378773286421,-13.44,19.57,6.035,142.83689750000002,9.476049999999999,-4.474749999999999,8.73351589782145,-19.61,16.51,-6.51,96.2976875,8.61195,0.5684499999999999,6.209946787010336,-16.04,15.89,0.725,38.8865745,4.79015,15.362385990951344,6.4821490390935885,2.446834689961706,27.93029896008992,15.19411289560318,278.0211595,15.362385990951344
1,Jogging,running,7.94005,9.02674318331368,-13.44,19.57,6.36,144.5264865,9.642949999999999,-2.9487,8.08612269941534,-19.46,16.7,-4.615,74.08021199999999,7.5405999999999995,0.25885,6.2335363300056255,-16.04,16.93,0.02,38.9239785,4.67815,14.944154975539627,5.8483253215817435,2.6598120234332354,27.732199696381823,14.639515019289401,257.53067699999997,14.944154975539627
1,Jogging,running,7.99165,9.21493986836051,-16.02,19.57,6.835,148.7815865,9.82275,-2.0428,7.330631225208371,-17.86,16.7,-3.775,57.911186,6.6188,0.8378,5.548993977289937,-15.85,16.93,0.5349999999999999,31.493242999999996,4.2495,14.256887063616105,5.909922736829628,2.5108763410411115,26.62520798040834,14.565933782606988,238.1860155,14.256887063616105
1,Jogging,running,8.01005,9.432234332198284,-16.02,19.57,6.265000000000001,153.1279455,9.98095,-0.8284999999999999,7.0753433662261225,-15.66,17.69,-1.88,50.746896,6.1479,1.1844999999999999,5.61629599914392,-16.44,16.66,0.63,32.945821,4.2624,14.211598294034012,5.903485108731082,2.5108763410411115,25.219131626604433,14.765447659201241,236.8206625,14.211598294034012
1,Jogging,running,8.07005,9.506767405248748,-15.09,19.57,7.6850000000000005,155.5043335,10.342550000000001,0.5625,7.053462040019781,-11.65,18.66,0.515,50.067733,5.9347,0.6779999999999998,6.230380164965858,-16.44,17.54,-0.16999999999999998,39.277321,4.5144,14.659122853331665,5.47352762584874,3.2328934408668655,23.81352766811335,15.3742475176915,244.8493875,14.659122853331665
1,Jogging,running,8.439750000000002,9.318953344528559,-16.4,19.57,8.085,158.0722715,10.55935,0.7462000000000001,7.463970495654441,-14.33,18.66,0.135,56.267669999999995,6.226199999999999,0.7362000000000001,6.003537920260019,-14.21,17.54,0.095,36.584458,4.613300000000001,14.87399893783239,5.448720500939737,2.358834457947399,23.81352766811335,15.65089697403586,250.9243995,14.87399893783239
1,Jogging,running,8.47075,9.296671551555427,-16.4,19.57,7.14,158.18170750000002,10.53575,0.9958500000000001,7.7268914368910355,-15.05,18.31,-0.095,60.69656849999999,6.44355,1.0719,5.50353762501902,-12.45,17.97,0.365,31.437896000000002,4.41,14.813141677276603,5.557607907088349,2.358834457947399,25.0619891469133,15.850670845456879,250.316172,14.813141677276603
1,Jogging,running,8.24325,9.7560337195758,-18.31,19.57,7.449999999999999,163.13136450000002,10.699650000000002,1.8726000000000003,7.779271767974172,-15.05,19.15,0.685,64.0237,6.5515,0.9553499999999998,5.735555760124733,-14.21,17.97,0.075,33.809293499999995,4.349349999999999,15.061015081210215,5.842104306117659,2.249044241450132,25.705184302004138,15.921138241927784,260.964358,15.061015081210215
1,Jogging,running,8.25345,10.062215988414282,-18.31,19.57,7.665,169.36762750000003,10.91645,2.4857,8.326648636156087,-12.72,19.53,2.53,75.511782,7.2104,1.04405,5.947213809633886,-15.28,16.59,0.29000000000000004,36.4593925,4.44645,15.634336791352794,6.075056797640036,2.249044241450132,26.549150645547968,16.354378738904405,281.338802,15.634336791352794
1,Jogging,running,7.942699999999999,10.063054641111714,-14.48,19.57,6.890000000000001,164.351552,10.6846,2.92025,8.986128556697818,-12.72,19.53,2.925,89.2783665,7.971749999999999,0.9449,5.793493073267629,-15.28,15.7,0.135,34.457398000000005,4.464099999999999,15.785985391876311,6.236183264422853,1.3312024639400275,28.085750835610572,15.487553877499419,288.0873165,15.785985391876311
1,Jogging,running,7.76315,9.992561562357272,-14.75,19.57,6.68,160.11778450000003,10.44895,3.2335000000000003,8.76796594142564,-11.22,19.57,2.6449999999999996,87.332749,7.736000000000001,0.9461000000000002,5.976605875411227,-15.43,18.58,0.115,36.614923,4.614199999999999,15.609542207492188,6.356701076228131,1.3312024639400275,28.085750835610572,15.292193955239277,284.0654565,15.609542207492188
1,Jogging,running,8.0318,9.934834158656097,-16.4,19.57,6.7,163.21074099999998,10.4756,3.0832500000000005,8.269792919868067,-11.22,19.57,2.03,77.89590549999998,7.18355,1.29055,5.806937161490556,-15.43,18.58,0.59,35.386038500000005,4.4986500000000005,15.379011390325728,6.322870681599581,0.9902019995940222,27.197452086546637,15.777559218091284,276.492685,15.379011390325728
1,Jogging,running,8.1644,9.950803718293312,-16.4,19.57,6.665,165.67592199999999,10.5789,2.9052499999999997,8.239617584421016,-12.07,19.38,2.125,76.3317755,7.09855,1.3602,5.825651805592229,-17.08,17.54,0.76,35.788363,4.5682,15.40589361620103,6.360385396050804,0.9902019995940222,26.722649569232466,15.450424166402165,277.7960605,15.40589361620103
1,Jogging,running,8.0266,9.868386871216593,-14.52,19.57,7.1,161.811367,10.6008,3.2592000000000003,8.309590986324176,-12.07,19.53,1.745,79.671687,7.173500000000001,0.9834500000000002,6.112814785146037,-17.08,17.54,0.345,38.3336785,4.60315,15.479887720693895,6.339543252846403,2.669943819633664,27.88157276769013,15.166665908273323,279.8167325,15.479887720693895
